level_0,index,spot_v_HF,spot_v_MF,spot_v_LF,HF_ema_diff,MF_ema_diff,LF_ema_diff,LDN,NY,Asia,target,Date,CCY,logret,Predictions,erf_signal,scaled_signal,scaled_signal_erf,strat_returns,strat_returns_sum,strat_returns_erf,strat_returns_sum_erf
30005,47505,-0.08756602327654295,0.37606697306204645,0.5730366276673222,-0.15801095587020064,0.7068847438093631,0.5789249134437345,1.0,0.0,0,0.008795898675146189,2007-08-03 09:00:00,1.36955,0.00036515008073872984,1.0,0.4621171572600098,,,,,,
30006,47506,-0.07575871884491207,0.37797184836012576,0.5740291131919597,-0.1638566305910894,0.7061114182141517,0.579009534442973,1.0,0.0,0,0.007493941724497858,2007-08-03 10:00:00,1.3696,3.6507675742814e-05,1.0,0.4621171572600098,,,,,,
30007,47507,-0.1342024868236982,0.3642818759620325,0.565728979235624,-0.17434893125072615,0.7052761511809399,0.5790837842475973,1.0,0.0,0,0.00905082237549493,2007-08-03 11:00:00,1.3693,-0.00021906604928967344,1.0,0.4621171572600098,,,,,,
30008,47508,-0.12020035202483761,0.366221966095356,0.5667277694357903,-0.1818875776931595,0.7044549682175891,0.5791592752916628,1.0,0.0,0,0.007883066887540927,2007-08-03 12:00:00,1.36935,3.651434101159534e-05,1.0,0.4621171572600098,,,,,,
30009,47509,0.19895418684651817,0.43718648692142464,0.6088779445662248,-0.15699421007645312,0.7039819683666281,0.5792873435751694,0.5,0.5,0,0.004102011378508967,2007-08-03 13:00:00,1.37095,0.0011677554879540029,1.0,0.4621171572600098,,,,,,
30010,47510,0.8939928569584843,0.5969995887822255,0.7040970959399272,-0.06669340175951573,0.7042853209923942,0.5795341351134395,0.5,0.5,0,0.0021043473406626195,2007-08-03 14:00:00,1.37455,0.0026224746408390343,1.0,0.4621171572600098,,,,,,
30011,47511,1.2515991757643385,0.6895120249251346,0.7594285288222308,0.04841204336638071,0.7050347761073249,0.5798497556989355,0.5,0.5,0,0.0002538577322379093,2007-08-03 15:00:00,1.37665,0.00152660686816114,1.0,0.4621171572600098,,,,,,
30012,47512,1.5514328052894237,0.7728242112250207,0.8094090032330764,0.1799245792161327,0.7061832667081018,0.580227454093111,0.5,0.5,0,0.00021759628721529755,2007-08-03 16:00:00,1.37855,0.0013792104393038904,-1.0,-0.4621171572600098,,,,,,
30013,47513,1.4619789956054894,0.771270589836939,0.8089179448543221,0.28800354518744953,0.707317652982961,0.580604194235028,0.5,0.5,0,0.00032635300806383273,2007-08-03 17:00:00,1.37855,0.0,-1.0,-0.4621171572600098,,,,,,
30014,47514,1.4026056234928912,0.774185484347162,0.8110874736326892,0.3785066373292552,0.7084596423914983,0.5809832952975509,0.0,1.0,0,-7.246114274411406e-05,2007-08-03 18:00:00,1.37865,7.253735677054117e-05,1.0,0.4621171572600098,,,,,,
30015,47515,1.6176395036201183,0.8372169548965439,0.8490985716485192,0.4804788478622034,0.7099002348258738,0.581409469059463,0.0,1.0,0,-0.00029018100243521504,2007-08-03 19:00:00,1.3801,0.0010512008217662405,1.0,0.4621171572600098,,,,,,
30016,47516,1.249769492408907,0.7709024570142128,0.8100891454914264,0.5356361287567623,0.7110115513607018,0.5817865754862787,0.0,1.0,0,0.0013785099766953676,2007-08-03 20:00:00,1.37865,-0.0010512008217662405,-1.0,-0.4621171572600098,,,,,,
30017,47517,0.9373190935118298,0.7114682655261091,0.7750826354753346,0.5549717572469842,0.7118287900594308,0.5821196645474392,0.0,1.0,0,0.0015235058083192296,2007-08-03 21:00:00,1.37735,-0.000943396296383292,-1.0,-0.4621171572600098,,,,,,
30018,47518,0.9026287273583915,0.7101180458444386,0.7746158992282688,0.5698731353487844,0.712634811248538,0.5824518755229878,0.0,1.0,0,0.00159599584097148,2007-08-03 22:00:00,1.37735,0.0,-1.0,-0.4621171572600098,,,,,,
30019,47519,0.870657803444653,0.7087763031363444,0.7741513666999061,0.5810923363489316,0.7134297200660499,0.5827832118290365,0.0,0.0,1,-0.0004705115995521322,2007-08-03 23:00:00,1.37735,0.0,-1.0,-0.4621171572600098,,,,,,
30020,47520,1.720782016846008,0.905619754753613,0.8918364757152739,0.6753691317579954,0.715172984597749,0.58326107414843,0.0,0.0,1,4.824699667560495e-18,2007-08-06 00:00:00,1.3818,0.0032256338788496093,-1.0,-0.4621171572600098,,,,,,
30021,47521,1.4920226804849546,0.8702624111497381,0.8713737184796486,0.7373870993177737,0.7167351823686322,0.5837129522882055,0.0,0.0,1,-0.0004707330849331678,2007-08-06 01:00:00,1.38105,-0.0005429176527298463,-1.0,-0.4621171572600098,,,,,,
30022,47522,1.4484821586199725,0.8728729464900061,0.873492938045757,0.7891343631472452,0.7183011440660101,0.584167047859278,0.0,0.0,1,-0.0005432519192691229,2007-08-06 02:00:00,1.38115,7.240605317770932e-05,-1.0,-0.4621171572600098,,,,,,
30023,47523,1.3504565991170017,0.8621165344974145,0.867644486569163,0.8265141535669978,0.7198061489465959,0.5846134183278091,0.0,0.0,1,-0.0006878201802475953,2007-08-06 03:00:00,1.38095,-0.00014481734937166202,-1.0,-0.4621171572600098,,,,,,
30024,47524,1.4380247601171672,0.8914740116531571,0.8856938666553532,0.8693937997912141,0.7214447375326826,0.5850818877222808,0.0,0.0,1,-0.0006516073210574519,2007-08-06 04:00:00,1.38165,0.0005067689965836396,-1.0,-0.4621171572600098,,,,,,
30025,47525,1.3832143044667728,0.8895661116254033,0.8851433218134787,0.9031900772558855,0.7230648134978276,0.5855492268793613,0.0,0.0,1,-0.0007242178763814339,2007-08-06 05:00:00,1.38165,0.0,-1.0,-0.4621171572600098,,,,,,
30026,47526,1.263986395009372,0.8720769397518231,0.875297693357199,0.9226591312595336,0.724591065584832,0.5860038408539703,0.0,0.0,1,-0.0022074664726008334,2007-08-06 06:00:00,1.3813,-0.00025335239644019847,-1.0,-0.4621171572600098,,,,,,
30027,47527,1.5977335652714488,0.9548405778601003,0.9251968262209689,0.9738211060382858,0.7265093427573103,0.586520284102911,1.0,0.0,0,-0.0006879447018969202,2007-08-06 07:00:00,1.3832,0.0013745706631666519,-1.0,-0.4621171572600098,,,,,,
30028,47528,1.1807638746876508,0.8725821848240503,0.8768246231759984,0.9794345537165732,0.7280185866857994,0.5869758802815437,1.0,0.0,0,-0.0024626986226161055,2007-08-06 08:00:00,1.3814,-0.0013021777142082636,-1.0,-0.4621171572600098,,,,,,
30029,47529,1.3242637068424699,0.9108200756450767,0.9001733794508572,0.9997171567183731,0.7297044189922851,0.5874601796566032,1.0,0.0,0,-0.001194894683674336,2007-08-06 09:00:00,1.3823,0.0006513008154391263,-1.0,-0.4621171572600098,,,,,,
30030,47530,1.1627893859858782,0.882148506483735,0.8836823008183411,1.0030384131829688,0.7312419455470317,0.5879234430986827,1.0,0.0,0,-0.00043500326938399926,2007-08-06 10:00:00,1.3817,-0.0004341534076878206,-1.0,-0.4621171572600098,-0.25,-0.11552928931500246,0.00010853835192195516,0.00010853835192195516,5.015743464386044e-05,5.015743464386044e-05
30031,47531,0.7152228724369097,0.7867725208273738,0.8273747630173924,0.9633279287195416,0.7323091094596731,0.5883160152936069,1.0,0.0,0,-0.00213717865202156,2007-08-06 11:00:00,1.3796,-0.0015210229999380045,-1.0,-0.4621171572600098,-0.3333333333333333,-0.15403905242000326,0.0005070076666460015,0.0006155460185679567,0.0002342969416194809,0.00028445437626334135
30032,47532,1.144310704989615,0.8831765803290162,0.885274584817849,0.9714053963990723,0.7338369450831865,0.5887804702257111,1.0,0.0,0,-0.0026812581735952083,2007-08-06 12:00:00,1.3818,0.0015933949920086676,-1.0,-0.4621171572600098,-0.4166666666666667,-0.19254881552500405,-0.0006639145800036116,-4.836856143565493e-05,-0.0003068063183747423,-2.2351942111400926e-05
30033,47533,1.1112422347452213,0.8813212483502235,0.8847266137198716,0.9763182960718151,0.7353471934913202,0.5892438026607113,0.5,0.5,0,-0.0023575079377250955,2007-08-06 13:00:00,1.3818,0.0,-1.0,-0.4621171572600098,-0.5,-0.23105857863000487,-0.0,-4.836856143565493e-05,-0.0,-2.2351942111400926e-05
30034,47534,0.7642417273457649,0.8082435010616438,0.84170787434971,0.947653248978694,0.7364951712258656,0.5896530199334712,0.5,0.5,0,-0.002176990083684544,2007-08-06 14:00:00,1.3802,-0.0011585808681929266,-1.0,-0.4621171572600098,-0.5833333333333334,-0.26956834173500566,0.0006758388397792072,0.0006274702783435523,0.0003123167234046704,0.0002899647812932695
30035,47535,0.6258722257860699,0.7776978938839357,0.8239409571002818,0.9097190786870424,0.7374888258038819,0.5900396893646815,0.5,0.5,0,-0.003123300160190629,2007-08-06 15:00:00,1.37955,-0.00047105716968520733,-1.0,-0.4621171572600098,-0.6666666666666666,-0.3080781048400065,0.0003140381131234715,0.0009415083914670238,0.00014512240010791603,0.00043508718140118554
30036,47536,0.4946053536598198,0.7472479772671407,0.8061849981513807,0.864199188268288,0.7383295034782263,0.5904038499436604,0.5,0.5,0,-0.003487235180589682,2007-08-06 16:00:00,1.3789,-0.00047127916912081963,1.0,0.4621171572600098,-0.75,-0.34658786794500723,0.00035345937684061473,0.0012949677683076386,0.00016333964243247937,0.0005984268238336649
30037,47537,0.4882558308996496,0.7436103781757268,0.8043706442182567,0.8241076117399943,0.7391478645872435,0.5907654175977284,0.5,0.5,0,-0.0031228465046131363,2007-08-06 17:00:00,1.37885,-3.626144502261175e-05,1.0,0.4621171572600098,-0.8333333333333334,-0.3850976310500081,3.021787085217646e-05,0.0013251856391598151,1.3964196576657893e-05,0.0006123910204103228
30038,47538,0.5397819943022633,0.7533493595801244,0.8105263822569085,0.794369865651391,0.7400087824044084,0.5911343390155225,0.0,1.0,0,-0.002830087880014204,2007-08-06 18:00:00,1.3791,0.00018129407761907637,-1.0,-0.4621171572600098,-0.75,-0.34658786794500723,-0.00013597055821430728,0.0011892150809455079,-6.283432783305233e-05,0.0005495566925772705
